,Cluster,SITE,STATION,PREFIX,PAIRED,CHANNEL,TYPE,UTM_ZONE,EASTING,NORTHING,Ellipsoidal_Ht,Ortho_Ht,NOTES,array_folder_name,point_folder_name
345,3,39,21,SBT-03-39-21,SBT-03-39-22,0,EXTMIC,12,439306.6485,6108441.911,626.9548,649.8618,"Coordinates adjusted (_1,0)",SBT-3-39,SBT-3-39-21
346,3,39,22,SBT-03-39-22,SBT-03-39-21,1,EXTMIC,12,439346.2344,6108444.254,625.783,648.69,,SBT-3-39,SBT-3-39-22
347,3,39,23,SBT-03-39-23,SBT-03-39-24,0,ARU,12,439383.9384,6108442.379,627.3737,650.2807,,SBT-3-39,SBT-3-39-23
348,3,39,24,SBT-03-39-24,SBT-03-39-23,1,EXTMIC,12,439413.3547,6108434.397,627.0156,649.9226,,SBT-3-39,SBT-3-39-24
349,3,39,25,SBT-03-39-25,SBT-03-39-46,0,ARU,12,439451.0257,6108443.981,625.8949,648.8019,,SBT-3-39,SBT-3-39-25
350,3,39,26,SBT-03-39-26,SBT-03-39-31,0,ARU,12,439481.9689,6108550.12,624.5639,647.4709,,SBT-3-39,SBT-3-39-26
351,3,39,27,SBT-03-39-27,SBT-03-39-28,0,ARU,12,439520.5799,6108545.226,623.3038,646.2108,,SBT-3-39,SBT-3-39-27
352,3,39,28,SBT-03-39-28,SBT-03-39-27,1,EXTMIC,12,439554.3353,6108541.809,629.8532,652.7602,,SBT-3-39,SBT-3-39-28
353,3,39,29,SBT-03-39-29,SBT-03-39-30,0,ARU,12,439583.8826,6108540.852,623.1124,646.0194,,SBT-3-39,SBT-3-39-29
354,3,39,30,SBT-03-39-30,SBT-03-39-29,1,EXTMIC,12,439614.5893,6108544.366,618.4564,641.3634,,SBT-3-39,SBT-3-39-30
355,3,39,31,SBT-03-39-31,SBT-03-31-26,1,EXTMIC,12,439479.4174,6108514.718,623.9142,646.8212,,SBT-3-39,SBT-3-39-31
356,3,39,32,SBT-03-39-32,SBT-03-39-33,0,ARU,12,439517.9586,6108511.288,623.986,646.893,,SBT-3-39,SBT-3-39-32
357,3,39,33,SBT-03-39-33,SBT-03-39-32,1,EXTMIC,12,439556.6769,6108511.961,623.0964,646.0034,,SBT-3-39,SBT-3-39-33
358,3,39,34,SBT-03-39-34,SBT-03-39-35,0,ARU,12,439589.2973,6108508.678,622.6102,645.5172,,SBT-3-39,SBT-3-39-34
359,3,39,35,SBT-03-39-35,SBT-03-39-34,1,EXTMIC,12,439618.7301,6108511.753,619.0069,641.9139,,SBT-3-39,SBT-3-39-35
360,3,39,36,SBT-03-39-36,SBT-03-39-41,0,ARU,12,439487.5394,6108475.585,621.0683,643.9753,,SBT-3-39,SBT-3-39-36
361,3,39,37,SBT-03-39-37,SBT-03-39-38,0,ARU,12,439516.9692,6108473.044,616.6634,639.5704,,SBT-3-39,SBT-3-39-37
362,3,39,38,SBT-03-39-38,SBT-03-39-37,1,EXTMIC,12,439553.9374,6108472.864,617.035,639.942,,SBT-3-39,SBT-3-39-38
363,3,39,39,SBT-03-39-39,SBT-03-39-40,0,ARU,12,439587.4552,6108474.399,616.9278,639.8348,,SBT-3-39,SBT-3-39-39
364,3,39,40,SBT-03-39-40,SBT-03-39-39,1,EXTMIC,12,439610.5736,6108471.861,614.4471,637.3541,,SBT-3-39,SBT-3-39-40
365,3,39,41,SBT-03-39-41,SBT-03-39-36,1,EXTMIC,12,439486.5326,6108443.329,619.7268,642.6338,,SBT-3-39,SBT-3-39-41
366,3,39,42,SBT-03-39-42,SBT-03-39-43,0,ARU,12,439515.8701,6108434.733,619.587,642.494,,SBT-3-39,SBT-3-39-42
367,3,39,43,SBT-03-39-43,SBT-03-39-42,1,EXTMIC,12,439545.6521,6108439.829,617.1392,640.0462,,SBT-3-39,SBT-3-39-43
368,3,39,44,SBT-03-39-44,SBT-03-39-45,0,ARU,12,439593.5957,6108440.57,613.736,636.643,,SBT-3-39,SBT-3-39-44
369,3,39,45,SBT-03-39-45,SBT-03-39-44,1,EXTMIC,12,439621.1455,6108440.854,610.3739,633.2809,,SBT-3-39,SBT-3-39-45
370,3,39,46,SBT-03-39-46,SBT-03-39-25,1,EXTMIC,12,439480.127,6108409.211,616.9723,639.8793,,SBT-3-39,SBT-3-39-46
371,3,39,47,SBT-03-39-47,SBT-03-39-48,0,ARU,12,439526.2695,6108407.161,615.9,638.807,,SBT-3-39,SBT-3-39-47
372,3,39,48,SBT-03-39-48,SBT-03-39-47,1,EXTMIC,12,439550.2624,6108405.688,608.4573,631.3643,,SBT-3-39,SBT-3-39-48
373,3,39,49,SBT-03-39-49,SBT-03-39-50,0,ARU,12,439590.384,6108401.674,613.0144,635.9214,,SBT-3-39,SBT-3-39-49
374,3,39,50,SBT-03-39-50,SBT-03-39-49,1,EXTMIC,12,439622.868,6108402.354,613.1642,636.0712,,SBT-3-39,SBT-3-39-50
375,3,49,1,SBT-03-49-01,SBT-03-49-46,1,EXTMIC,12,454013.9292,6101627.907,605.8775,629.0975,,SBT-3-49,SBT-3-49-1
376,3,49,2,SBT-03-49-02,SBT-03-49-47,1,EXTMIC,12,454053.8249,6101625.532,610.0059,633.2259,,SBT-3-49,SBT-3-49-2
377,3,49,3,SBT-03-49-03,SBT-03-49-48,1,EXTMIC,12,454093.5182,6101629.199,611.3411,634.5611,,SBT-3-49,SBT-3-49-3
378,3,49,4,SBT-03-49-04,SBT-03-49-49,1,EXTMIC,12,454127.3407,6101624.804,610.4282,633.6482,,SBT-3-49,SBT-3-49-4
379,3,49,5,SBT-03-49-05,SBT-03-49-50,1,EXTMIC,12,454160.8485,6101625.127,610.6425,633.8625,,SBT-3-49,SBT-3-49-5
380,3,49,6,SBT-03-49-06,SBT-03-49-11,0,ARU,12,454021.4967,6101589.804,610.7693,633.9893,,SBT-3-49,SBT-3-49-6
381,3,49,7,SBT-03-49-07,SBT-03-49-12,0,ARU,12,454051.352,6101587.98,607.9708,631.1908,,SBT-3-49,SBT-3-49-7
382,3,49,8,SBT-03-49-08,SBT-03-49-13,0,ARU,12,454089.9651,6101591.879,607.3291,630.5491,,SBT-3-49,SBT-3-49-8
383,3,49,9,SBT-03-49-09,SBT-03-49-14,0,ARU,12,454129.6433,6101583.09,612.7331,635.9531,,SBT-3-49,SBT-3-49-9
384,3,49,10,SBT-03-49-10,SBT-03-49-15,0,ARU,12,454160.9645,6101589.364,609.2427,632.4627,,SBT-3-49,SBT-3-49-10
385,3,49,11,SBT-03-49-11,SBT-03-49-06,1,EXTMIC,12,454025.6891,6101562.123,607.6008,630.8208,,SBT-3-49,SBT-3-49-11
386,3,49,12,SBT-03-49-12,SBT-03-49-07,1,EXTMIC,12,454061.3459,6101553.015,609.0718,632.2918,,SBT-3-49,SBT-3-49-12
387,3,49,13,SBT-03-49-13,SBT-03-49-08,1,EXTMIC,12,454089.8589,6101555.331,606.6337,629.8537,,SBT-3-49,SBT-3-49-13
388,3,49,14,SBT-03-49-14,SBT-03-49-09,1,EXTMIC,12,454122.2565,6101554.872,609.6591,632.8791,,SBT-3-49,SBT-3-49-14
389,3,49,15,SBT-03-49-15,SBT-03-49-10,1,EXTMIC,12,454164.0594,6101548.797,605.0305,628.2505,,SBT-3-49,SBT-3-49-15
390,3,49,16,SBT-03-49-16,SBT-03-49-21,0,ARU,12,454018.3344,6101519.595,605.7799,628.9999,,SBT-3-49,SBT-3-49-16
391,3,49,17,SBT-03-49-17,SBT-03-49-22,0,ARU,12,454052.2237,6101525.309,605.5297,628.7497,,SBT-3-49,SBT-3-49-17
392,3,49,18,SBT-03-49-18,SBT-03-49-23,0,ARU,12,454092.3026,6101523.989,606.0262,629.2462,,SBT-3-49,SBT-3-49-18
393,3,49,19,SBT-03-49-19,SBT-03-49-24,0,ARU,12,454129.6174,6101532.535,612.5531,635.7731,,SBT-3-49,SBT-3-49-19
394,3,49,20,SBT-03-49-20,SBT-03-49-25,0,ARU,12,454159.8331,6101515.433,604.6172,627.8372,,SBT-3-49,SBT-3-49-20
395,3,49,21,SBT-03-49-21,SBT-03-49-16,1,EXTMIC,12,454015.9213,6101486.308,605.112,628.332,,SBT-3-49,SBT-3-49-21
396,3,49,22,SBT-03-49-22,SBT-03-49-17,1,EXTMIC,12,454054.6212,6101486.45,604.8819,628.1019,,SBT-3-49,SBT-3-49-22
397,3,49,23,SBT-03-49-23,SBT-03-49-18,1,EXTMIC,12,454090.5375,6101482.234,603.5844,626.8044,,SBT-3-49,SBT-3-49-23
398,3,49,24,SBT-03-49-24,SBT-03-49-19,1,EXTMIC,12,454126.6806,6101485.502,606.0078,629.2278,,SBT-3-49,SBT-3-49-24
399,3,49,25,SBT-03-49-25,SBT-03-49-20,1,EXTMIC,12,454161.2051,6101482.756,607.8692,631.0892,,SBT-3-49,SBT-3-49-25
400,3,49,26,SBT-03-49-26,SBT-03-49-31,0,ARU,12,454022.0626,6101799.642,604.1751,627.3951,,SBT-3-49,SBT-3-49-26
401,3,49,27,SBT-03-49-27,SBT-03-49-32,0,ARU,12,454043.8704,6101798.119,610.8134,634.0334,,SBT-3-49,SBT-3-49-27
402,3,49,28,SBT-03-49-28,SBT-03-49-33,0,ARU,12,454083.5512,6101797.839,612.6224,635.8424,,SBT-3-49,SBT-3-49-28
403,3,49,29,SBT-03-49-29,SBT-03-49-34,0,ARU,12,454124.1448,6101800.904,607.4566,630.6766,,SBT-3-49,SBT-3-49-29
404,3,49,30,SBT-03-49-30,SBT-03-49-35,0,ARU,12,454158.2096,6101804.054,607.2957,630.5157,,SBT-3-49,SBT-3-49-30
405,3,49,31,SBT-03-49-31,SBT-03-49-26,1,EXTMIC,12,454017.1754,6101764.703,607.4366,630.6566,,SBT-3-49,SBT-3-49-31
406,3,49,32,SBT-03-49-32,SBT-03-49-27,1,EXTMIC,12,454050.0172,6101759.7,619.6114,642.8314,,SBT-3-49,SBT-3-49-32
407,3,49,33,SBT-03-49-33,SBT-03-49-28,1,EXTMIC,12,454085.758,6101765.591,606.1906,629.4106,,SBT-3-49,SBT-3-49-33
408,3,49,34,SBT-03-49-34,SBT-03-49-29,1,EXTMIC,12,454120.9131,6101764.901,600.6059,623.8259,,SBT-3-49,SBT-3-49-34
409,3,49,35,SBT-03-49-35,SBT-03-49-30,1,EXTMIC,12,454153.2483,6101767.675,608.7261,631.9461,,SBT-3-49,SBT-3-49-35
410,3,49,36,SBT-03-49-36,SBT-03-49-41,0,ARU,12,454018.6978,6101728.697,607.3369,630.5569,,SBT-3-49,SBT-3-49-36
411,3,49,37,SBT-03-49-37,SBT-03-49-42,0,ARU,12,454053.5791,6101721.844,607.3454,630.5654,,SBT-3-49,SBT-3-49-37
412,3,49,38,SBT-03-49-38,SBT-03-49-43,0,ARU,12,454081.5941,6101727.575,612.3486,635.5686,,SBT-3-49,SBT-3-49-38
413,3,49,39,SBT-03-49-39,SBT-03-49-44,0,ARU,12,454118.5946,6101720.758,609.1329,632.3529,,SBT-3-49,SBT-3-49-39
414,3,49,40,SBT-03-49-40,SBT-03-49-45,0,ARU,12,454157.27,6101731.627,603.0893,626.3093,,SBT-3-49,SBT-3-49-40
415,3,49,41,SBT-03-49-41,SBT-03-49-36,1,EXTMIC,12,454018.8624,6101695.147,612.5294,635.7494,,SBT-3-49,SBT-3-49-41
416,3,49,42,SBT-03-49-42,SBT-03-49-37,1,EXTMIC,12,454055.876,6101698.011,613.3498,636.5698,,SBT-3-49,SBT-3-49-42
417,3,49,43,SBT-03-49-43,SBT-03-49-38,1,EXTMIC,12,454086.4885,6101696.757,608.6378,631.8578,,SBT-3-49,SBT-3-49-43
418,3,49,44,SBT-03-49-44,SBT-03-49-39,1,EXTMIC,12,454120.0241,6101696.929,608.8739,632.0939,,SBT-3-49,SBT-3-49-44
419,3,49,45,SBT-03-49-45,SBT-03-49-40,1,EXTMIC,12,454162.2312,6101697.851,609.6419,632.8619,,SBT-3-49,SBT-3-49-45
420,3,49,46,SBT-03-49-46,SBT-03-49-01,0,ARU,12,454022.3634,6101657.176,615.0414,638.2614,,SBT-3-49,SBT-3-49-46
421,3,49,47,SBT-03-49-47,SBT-03-49-02,0,ARU,12,454054.0564,6101658.664,616.1172,639.3372,,SBT-3-49,SBT-3-49-47
422,3,49,48,SBT-03-49-48,SBT-03-49-03,0,ARU,12,454089.1533,6101662.206,607.8781,631.0981,,SBT-3-49,SBT-3-49-48
423,3,49,49,SBT-03-49-49,SBT-03-49-04,0,ARU,12,454125.7164,6101661.858,605.0293,628.2493,,SBT-3-49,SBT-3-49-49
424,3,49,50,SBT-03-49-50,SBT-03-49-05,0,ARU,12,454164.7272,6101658.872,610.0298,633.2498,,SBT-3-49,SBT-3-49-50
425,3,51,1,SBT-03-51-01,SBT-03-51-02,0,ARU,12,462831.061,6087055.51,670.8085,694.1485,,SBT-3-51,SBT-3-51-1
426,3,51,2,SBT-03-51-02,SBT-03-51-01,1,EXTMIC,12,462855.2704,6087081.519,666.0532,689.3932,,SBT-3-51,SBT-3-51-2
427,3,51,3,SBT-03-51-03,SBT-03-51-04,0,ARU,12,462885.1184,6087111.108,657.9079,681.2479,,SBT-3-51,SBT-3-51-3
428,3,51,4,SBT-03-51-04,SBT-03-51-03,1,EXTMIC,12,462909.8249,6087127.289,655.5871,678.9271,,SBT-3-51,SBT-3-51-4
429,3,51,5,SBT-03-51-05,SBT-03-51-10,0,ARU,12,462938.4927,6087153.476,652.8866,676.2266,,SBT-3-51,SBT-3-51-5
430,3,51,6,SBT-03-51-06,SBT-03-51-07,0,ARU,12,462851.8467,6087032.975,673.1885,696.5285,,SBT-3-51,SBT-3-51-6
431,3,51,7,SBT-03-51-07,SBT-03-51-06,1,EXTMIC,12,462876.2256,6087054.521,669.0034,692.3434,,SBT-3-51,SBT-3-51-7
432,3,51,8,SBT-03-51-08,SBT-03-51-09,0,ARU,12,462904.6007,6087084.74,664.7814,688.1214,,SBT-3-51,SBT-3-51-8
433,3,51,9,SBT-03-51-09,SBT-03-51-08,1,EXTMIC,12,462934.6237,6087103.958,659.95,683.29,,SBT-3-51,SBT-3-51-9
434,3,51,10,SBT-03-51-10,SBT-03-51-05,1,EXTMIC,12,462961.3017,6087127.985,653.8983,677.2383,,SBT-3-51,SBT-3-51-10
435,3,51,11,SBT-03-51-11,SBT-03-51-12,0,EXTMIC,12,462878.8407,6087008.315,674.951,698.291,,SBT-3-51,SBT-3-51-11
436,3,51,12,SBT-03-51-12,SBT-03-51-11,1,EXTMIC,12,462908.1113,6087026.812,670.9253,694.2653,,SBT-3-51,SBT-3-51-12
437,3,51,13,SBT-03-51-13,SBT-03-51-14,0,ARU,12,462926.6926,6087053.991,668.5122,691.8522,,SBT-3-51,SBT-3-51-13
438,3,51,14,SBT-03-51-14,SBT-03-51-13,1,EXTMIC,12,462954.5766,6087078.338,665.5747,688.9147,,SBT-3-51,SBT-3-51-14
439,3,51,15,SBT-03-51-15,SBT-03-51-16,0,ARU,12,462897.1408,6086973.836,675.6623,699.0023,,SBT-3-51,SBT-3-51-15
440,3,51,16,SBT-03-51-16,SBT-03-51-15,1,EXTMIC,12,462919.5797,6087001.034,673.067,696.407,,SBT-3-51,SBT-3-51-16
441,3,51,17,SBT-03-51-17,,0,ARU,12,462954.5346,6087028.384,668.1342,691.4742,,SBT-3-51,SBT-3-51-17
442,3,51,18,SBT-03-51-18,SBT-03-51-19,0,ARU,12,462920.9621,6086950.402,672.8753,696.2153,,SBT-3-51,SBT-3-51-18
443,3,51,19,SBT-03-51-19,SBT-03-51-18,1,EXTMIC,12,462949.7534,6086982.965,683.7962,707.1362,,SBT-3-51,SBT-3-51-19
444,3,51,20,SBT-03-51-20,SBT-03-51-21,0,ARU,12,462989.1688,6087128.087,654.0211,677.3611,,SBT-3-51,SBT-3-51-20
445,3,51,21,SBT-03-51-21,SBT-03-51-20,1,EXTMIC,12,463021.5484,6087126.14,654.8123,678.1523,,SBT-3-51,SBT-3-51-21
446,3,51,22,SBT-03-51-22,SBT-03-51-23,0,ARU,12,463057.134,6087129.861,654.9679,678.3079,,SBT-3-51,SBT-3-51-22
447,3,51,23,SBT-03-51-23,SBT-03-51-22,1,EXTMIC,12,463089.2392,6087124.144,657.9708,681.3108,,SBT-3-51,SBT-3-51-23
448,3,51,24,SBT-03-51-24,SBT-03-51-25,0,ARU,12,463126.6981,6087121.111,652.0103,675.3503,,SBT-3-51,SBT-3-51-24
449,3,51,25,SBT-03-51-25,SBT-03-51-24,1,EXTMIC,12,463159.261,6087116.496,652.576,675.916,,SBT-3-51,SBT-3-51-25
450,3,51,26,SBT-03-51-26,SBT-03-51-27,0,ARU,12,462990.9797,6087096.283,655.0291,678.3691,,SBT-3-51,SBT-3-51-26
451,3,51,27,SBT-03-51-27,SBT-03-51-26,1,EXTMIC,12,463019.573,6087093.986,654.2961,677.6361,,SBT-3-51,SBT-3-51-27
452,3,51,28,SBT-03-51-28,SBT-03-51-29,0,ARU,12,463056.8204,6087090.485,655.4361,678.7761,,SBT-3-51,SBT-3-51-28
453,3,51,29,SBT-03-51-29,SBT-03-51-28,1,EXTMIC,12,463089.1978,6087089.13,656.6326,679.9726,,SBT-3-51,SBT-3-51-29
454,3,51,30,SBT-03-51-30,SBT-03-51-31,0,ARU,12,463131.194,6087092.338,653.1012,676.4412,,SBT-3-51,SBT-3-51-30
455,3,51,31,SBT-03-51-31,SBT-03-51-30,1,EXTMIC,12,463161.4571,6087086.27,654.6281,677.9681,,SBT-3-51,SBT-3-51-31
456,3,51,32,SBT-03-51-32,SBT-03-51-33,0,ARU,12,462991.1115,6087058.474,664.6248,687.9648,,SBT-3-51,SBT-3-51-32
457,3,51,33,SBT-03-51-33,SBT-03-51-32,1,EXTMIC,12,463019.7673,6087054.541,661.7814,685.1214,,SBT-3-51,SBT-3-51-33
458,3,51,34,SBT-03-51-34,SBT-03-51-35,0,ARU,12,463052.9146,6087057.168,658.1395,681.4795,,SBT-3-51,SBT-3-51-34
459,3,51,35,SBT-03-51-35,SBT-03-51-34,1,EXTMIC,12,463089.7137,6087058.04,655.2163,678.5563,,SBT-3-51,SBT-3-51-35
460,3,51,36,SBT-03-51-36,SBT-03-51-37,0,ARU,12,463119.5168,6087053.638,656.0728,679.4128,,SBT-3-51,SBT-3-51-36
461,3,51,37,SBT-03-51-37,SBT-03-51-36,1,EXTMIC,12,463164.8183,6087054.401,654.0773,677.4173,,SBT-3-51,SBT-3-51-37
462,3,51,38,SBT-03-51-38,SBT-03-51-39,0,ARU,12,462980.0945,6087017.588,667.9935,691.3335,Correct value from 114 RTK file,SBT-3-51,SBT-3-51-38
463,3,51,39,SBT-03-51-39,SBT-03-51-38,1,EXTMIC,12,463024.5934,6087023.975,665.2746,688.6146,Correctly labeled in 115 RTK file,SBT-3-51,SBT-3-51-39
464,3,51,40,SBT-03-51-40,SBT-03-51-41,0,ARU,12,463055.8414,6087028.652,663.0321,686.3721,Labeled as 38 in 115 RTK file,SBT-3-51,SBT-3-51-40
465,3,51,41,SBT-03-51-41,SBT-03-51-40,1,EXTMIC,12,463088.2724,6087025.029,662.7118,686.0518,,SBT-3-51,SBT-3-51-41
466,3,51,42,SBT-03-51-42,SBT-03-51-43,0,ARU,12,463122.6884,6087013.058,660.5175,683.8575,,SBT-3-51,SBT-3-51-42
467,3,51,43,SBT-03-51-43,SBT-03-51-42,1,EXTMIC,12,463161.2319,6087011.281,657.0158,680.3558,,SBT-3-51,SBT-3-51-43
468,3,51,44,SBT-03-51-44,SBT-03-51-45,0,ARU,12,462983.1987,6086990.439,670.4629,693.8029,,SBT-3-51,SBT-3-51-44
469,3,51,45,SBT-03-51-45,SBT-03-51-44,1,EXTMIC,12,463018.0906,6086987.122,668.6907,692.0307,,SBT-3-51,SBT-3-51-45
470,3,51,46,SBT-03-51-46,SBT-03-51-47,0,ARU,12,463057.4439,6086984.888,667.6537,690.9937,,SBT-3-51,SBT-3-51-46
471,3,51,47,SBT-03-51-47,SBT-03-51-46,1,EXTMIC,12,463089.9042,6086982.409,664.6475,687.9875,,SBT-3-51,SBT-3-51-47
472,3,51,48,SBT-03-51-48,SBT-03-51-49,0,ARU,12,463128.5343,6086978.164,663.2567,686.5967,,SBT-3-51,SBT-3-51-48
473,3,51,49,SBT-03-51-49,SBT-03-51-48,1,EXTMIC,12,463158.7564,6086977.307,660.9426,684.2826,,SBT-3-51,SBT-3-51-49
474,6,76,1,SBT-06-76-01,SBT-06-76-02,0,ARU,11,662224.5834,6124281.521,624.4754,644.0764,,SBT-6-76,SBT-6-76-1
475,6,76,2,SBT-06-76-02,SBT-06-76-01,1,EXTMIC,11,662260.5442,6124281.543,621.9702,641.5712,,SBT-6-76,SBT-6-76-2
476,6,76,3,SBT-06-76-03,SBT-06-76-04,0,ARU,11,662291.6,6124285.552,623.1746,642.7756,,SBT-6-76,SBT-6-76-3
477,6,76,4,SBT-06-76-04,SBT-06-76-03,1,EXTMIC,11,662327.8365,6124277.75,629.4206,649.0216,,SBT-6-76,SBT-6-76-4
478,6,76,5,SBT-06-76-05,SBT-06-76-26,0,ARU,11,662356.4364,6124283.782,635.9847,655.5857,,SBT-6-76,SBT-6-76-5
479,6,76,6,SBT-06-76-06,SBT-06-76-07,0,ARU,11,662218.063,6124257.275,619.6184,639.2194,,SBT-6-76,SBT-6-76-6
480,6,76,7,SBT-06-76-07,SBT-06-76-06,1,EXTMIC,11,662257.5898,6124248.02,623.9569,643.5579,,SBT-6-76,SBT-6-76-7
481,6,76,8,SBT-06-76-08,SBT-06-76-09,0,ARU,11,662288.1698,6124255.686,625.6015,645.2025,,SBT-6-76,SBT-6-76-8
482,6,76,9,SBT-06-76-09,SBT-06-76-08,1,EXTMIC,11,662333.4375,6124255.244,630.5005,650.1015,,SBT-6-76,SBT-6-76-9
483,6,76,10,SBT-06-76-10,SBT-06-76-31,0,ARU,11,662364.2421,6124252.633,621.6853,641.2863,,SBT-6-76,SBT-6-76-10
484,6,76,11,SBT-06-76-11,SBT-06-76-12,0,ARU,11,662220.9159,6124221.772,631.2245,650.8255,"Adjusted coordinates (0.610105,_1.37032)",SBT-6-76,SBT-6-76-11
485,6,76,12,SBT-06-76-12,SBT-06-76-11,1,EXTMIC,11,662255.338,6124218.648,624.6735,644.2745,,SBT-6-76,SBT-6-76-12
486,6,76,13,SBT-06-76-13,SBT-06-76-14,0,ARU,11,662296.2124,6124222.434,625.3773,644.9783,,SBT-6-76,SBT-6-76-13
487,6,76,14,SBT-06-76-14,SBT-06-76-13,1,EXTMIC,11,662327.6334,6124220.033,625.6993,645.3003,,SBT-6-76,SBT-6-76-14
488,6,76,15,SBT-06-76-15,SBT-06-76-36,0,ARU,11,662365.8577,6124219.527,632.3107,651.9117,,SBT-6-76,SBT-6-76-15
489,6,76,16,SBT-06-76-16,SBT-06-76-17,0,ARU,11,662223.7518,6124181.391,630.1207,649.7217,,SBT-6-76,SBT-6-76-16
490,6,76,17,SBT-06-76-17,SBT-06-76-16,1,EXTMIC,11,662258.7042,6124181.232,630.3579,649.9589,"Adjusted coordinates (1.4854,_0.20876)",SBT-6-76,SBT-6-76-17
491,6,76,18,SBT-06-76-18,SBT-06-76-19,0,ARU,11,662292.6349,6124181.793,627.2081,646.8091,,SBT-6-76,SBT-6-76-18
492,6,76,19,SBT-06-76-19,SBT-06-76-18,1,EXTMIC,11,662328.4816,6124175.147,623.2579,642.8589,,SBT-6-76,SBT-6-76-19
493,6,76,20,SBT-06-76-20,SBT-06-76-41,0,ARU,11,662358.2161,6124193.927,631.9261,651.5271,,SBT-6-76,SBT-6-76-20
494,6,76,21,SBT-06-76-21,SBT-06-76-22,0,ARU,11,662223.3374,6124151.778,626.4749,646.0759,,SBT-6-76,SBT-6-76-21
495,6,76,22,SBT-06-76-22,SBT-06-76-21,1,EXTMIC,11,662259.3993,6124143.354,635.6345,655.2355,,SBT-6-76,SBT-6-76-22
496,6,76,23,SBT-06-76-23,SBT-06-76-24,0,ARU,11,662293.2393,6124143.351,638.5231,658.1241,,SBT-6-76,SBT-6-76-23
497,6,76,24,SBT-06-76-24,SBT-06-76-23,1,EXTMIC,11,662327.1043,6124148.867,630.8735,650.4745,,SBT-6-76,SBT-6-76-24
498,6,76,25,SBT-06-76-25,SBT-06-76-46,0,ARU,11,662360.8263,6124142.974,634.8211,654.4221,"Adjusted coordinates (_1.5,0)",SBT-6-76,SBT-6-76-25
499,6,76,26,SBT-06-76-26,SBT-06-76-05,1,EXTMIC,11,662393.7145,6124288.3,621.5798,641.1808,,SBT-6-76,SBT-6-76-26
500,6,76,27,SBT-06-76-27,SBT-06-76-28,0,ARU,11,662435.7053,6124286.509,621.1298,640.7308,,SBT-6-76,SBT-6-76-27
501,6,76,28,SBT-06-76-28,SBT-06-76-27,1,EXTMIC,11,662467.1205,6124282.045,622.265,641.866,,SBT-6-76,SBT-6-76-28
502,6,76,29,SBT-06-76-29,SBT-06-76-30,0,ARU,11,662499.8657,6124290.184,619.5472,639.1482,,SBT-6-76,SBT-6-76-29
503,6,76,30,SBT-06-76-30,SBT-06-76-29,1,EXTMIC,11,662535.621,6124290.688,619.9705,639.5715,,SBT-6-76,SBT-6-76-30
504,6,76,31,SBT-06-76-31,SBT-06-76-10,1,EXTMIC,11,662400.1884,6124255.463,634.5011,654.1021,,SBT-6-76,SBT-6-76-31
505,6,76,32,SBT-06-76-32,SBT-06-76-33,0,ARU,11,662437.635,6124249.769,626.1709,645.7719,,SBT-6-76,SBT-6-76-32
506,6,76,33,SBT-06-76-33,SBT-06-76-32,1,EXTMIC,11,662469.2009,6124245.082,628.576,648.177,,SBT-6-76,SBT-6-76-33
507,6,76,34,SBT-06-76-34,SBT-06-76-35,0,ARU,11,662500.8322,6124254.242,632.6779,652.2789,"Adjusted coordinates (2.45435,_3.03087)",SBT-6-76,SBT-6-76-34
508,6,76,35,SBT-06-76-35,SBT-06-76-34,1,EXTMIC,11,662533.385,6124249.6,628.7148,648.3158,,SBT-6-76,SBT-6-76-35
509,6,76,36,SBT-06-76-36,SBT-06-76-15,1,EXTMIC,11,662399.7862,6124216.268,624.246,643.847,,SBT-6-76,SBT-6-76-36
510,6,76,37,SBT-06-76-37,SBT-06-76-38,0,ARU,11,662432.7347,6124220.107,626.0604,645.6614,,SBT-6-76,SBT-6-76-37
511,6,76,38,SBT-06-76-38,SBT-06-76-37,1,EXTMIC,11,662464.3756,6124219.377,633.6669,653.2679,,SBT-6-76,SBT-6-76-38
512,6,76,39,SBT-06-76-39,SBT-06-76-40,0,ARU,11,662500.4844,6124215.239,626.9123,646.5133,"Adjusted coordinates (1.29505,0.113302)",SBT-6-76,SBT-6-76-39
513,6,76,40,SBT-06-76-40,SBT-06-76-39,1,EXTMIC,11,662534.2203,6124221.769,634.681,654.282,,SBT-6-76,SBT-6-76-40
514,6,76,41,SBT-06-76-41,SBT-06-76-20,1,EXTMIC,11,662400.1703,6124186.558,625.1369,644.7379,,SBT-6-76,SBT-6-76-41
515,6,76,42,SBT-06-76-42,SBT-06-76-43,0,ARU,11,662432.2631,6124181.845,628.4094,648.0104,,SBT-6-76,SBT-6-76-42
516,6,76,43,SBT-06-76-43,SBT-06-76-42,1,EXTMIC,11,662462.6169,6124179.57,627.7266,647.3276,,SBT-6-76,SBT-6-76-43
517,6,76,44,SBT-06-76-44,SBT-06-76-45,0,ARU,11,662510.1466,6124181.633,627.2131,646.8141,,SBT-6-76,SBT-6-76-44
518,6,76,45,SBT-06-76-45,SBT-06-76-44,1,EXTMIC,11,662538.2587,6124180.787,628.1622,647.7632,"Adjusted coordinates (_0.973977,_2.41068)",SBT-6-76,SBT-6-76-45
519,6,76,46,SBT-06-76-46,SBT-06-76-25,1,EXTMIC,11,662396.9583,6124149.811,640.1731,659.7741,,SBT-6-76,SBT-6-76-46
