,Cluster,SITE,STATION,PREFIX,PAIRED,CHANNEL,TYPE,UTM_ZONE,EASTING,NORTHING,Ellipsoidal_Ht,Ortho_Ht,NOTES,array_folder_name,point_folder_name
169,3,18,20,SBT-03-18-20,SBT-03-18-15,1,EXTMIC,12,442193.7705,6094966.803,595.2997,618.3237,,SBT-3-18,SBT-3-18-20
170,3,18,21,SBT-03-18-21,SBT-03-18-26,0,ARU,12,442092.0057,6094860.747,578.5387,601.5627,,SBT-3-18,SBT-3-18-21
171,3,18,22,SBT-03-18-22,SBT-03-18-27,0,ARU,12,442119.9047,6094882.186,583.4479,606.4719,,SBT-3-18,SBT-3-18-22
172,3,18,23,SBT-03-18-23,SBT-03-18-28,0,ARU,12,442153.4107,6094897.352,583.5171,606.5411,,SBT-3-18,SBT-3-18-23
173,3,18,24,SBT-03-18-24,SBT-03-18-29,0,ARU,12,442177.1965,6094922.84,589.2489,612.2729,,SBT-3-18,SBT-3-18-24
174,3,18,25,SBT-03-18-25,SBT-03-18-30,0,ARU,12,442209.3631,6094933.035,592.0724,615.0964,,SBT-3-18,SBT-3-18-25
175,3,18,26,SBT-03-18-26,SBT-03-18-21,1,EXTMIC,12,442107.81,6094840.403,579.1335,602.1575,,SBT-3-18,SBT-3-18-26
176,3,18,27,SBT-03-18-27,SBT-03-18-22,1,EXTMIC,12,442141.4468,6094854.057,583.4342,606.4582,,SBT-3-18,SBT-3-18-27
177,3,18,28,SBT-03-18-28,SBT-03-18-23,1,EXTMIC,12,442170.8873,6094876.759,585.7837,608.8077,,SBT-3-18,SBT-3-18-28
178,3,18,29,SBT-03-18-29,SBT-03-18-24,1,EXTMIC,12,442194.9515,6094892.917,588.2982,611.3222,,SBT-3-18,SBT-3-18-29
179,3,18,30,SBT-03-18-30,SBT-03-18-25,1,EXTMIC,12,442224.0528,6094914.753,591.2107,614.2347,,SBT-3-18,SBT-3-18-30
180,3,18,31,SBT-03-18-31,SBT-03-18-36,0,ARU,12,442127.3849,6094807.557,580.2594,603.2834,,SBT-3-18,SBT-3-18-31
181,3,18,32,SBT-03-18-32,SBT-03-18-37,0,ARU,12,442156.0581,6094825.052,582.5651,605.5891,,SBT-3-18,SBT-3-18-32
182,3,18,33,SBT-03-18-33,SBT-03-18-38,0,ARU,12,442183.46,6094842.691,585.4887,608.5127,,SBT-3-18,SBT-3-18-33
183,3,18,34,SBT-03-18-34,SBT-03-18-39,0,ARU,12,442219.3064,6094863.824,585.5017,608.5257,,SBT-3-18,SBT-3-18-34
184,3,18,35,SBT-03-18-35,SBT-03-18-40,0,ARU,12,442244.0784,6094883.811,587.6114,610.6354,,SBT-3-18,SBT-3-18-35
185,3,18,36,SBT-03-18-36,SBT-03-18-31,1,EXTMIC,12,442147.7302,6094776.417,582.8142,605.8382,,SBT-3-18,SBT-3-18-36
186,3,18,37,SBT-03-18-37,SBT-03-18-32,1,EXTMIC,12,442173.3712,6094799.706,583.792,606.816,,SBT-3-18,SBT-3-18-37
187,3,18,38,SBT-03-18-38,SBT-03-18-33,1,EXTMIC,12,442203.9361,6094812.795,588.0375,611.0615,,SBT-3-18,SBT-3-18-38
188,3,18,39,SBT-03-18-39,SBT-03-18-34,1,EXTMIC,12,442231.7819,6094832.13,586.8783,609.9023,,SBT-3-18,SBT-3-18-39
189,3,18,40,SBT-03-18-40,SBT-03-18-35,1,EXTMIC,12,442264.7465,6094856.183,589.034,612.058,,SBT-3-18,SBT-3-18-40
190,3,18,41,SBT-03-18-41,SBT-03-18-46,0,ARU,12,442162.3992,6094750.031,582.6847,605.7087,,SBT-3-18,SBT-3-18-41
191,3,18,42,SBT-03-18-42,SBT-03-18-47,0,ARU,12,442194.4166,6094762.81,577.4201,600.4441,,SBT-3-18,SBT-3-18-42
192,3,18,43,SBT-03-18-43,SBT-03-18-48,0,ARU,12,442224.498,6094787.854,589.0907,612.1147,,SBT-3-18,SBT-3-18-43
193,3,18,44,SBT-03-18-44,SBT-03-18-49,0,ARU,12,442253.7546,6094804.892,584.0429,607.0669,,SBT-3-18,SBT-3-18-44
194,3,18,45,SBT-03-18-45,SBT-03-18-50,0,ARU,12,442280.5068,6094820.256,590.4008,613.4248,,SBT-3-18,SBT-3-18-45
195,3,18,46,SBT-03-18-46,SBT-03-18-41,1,EXTMIC,12,442181.8584,6094718.623,577.9917,601.0157,,SBT-3-18,SBT-3-18-46
196,3,18,47,SBT-03-18-47,SBT-03-18-42,1,EXTMIC,12,442212.3837,6094738.912,584.1882,607.2122,,SBT-3-18,SBT-3-18-47
197,3,18,48,SBT-03-18-48,SBT-03-18-43,1,EXTMIC,12,442240.1869,6094756.577,585.6002,608.6242,,SBT-3-18,SBT-3-18-48
198,3,18,49,SBT-03-18-49,SBT-03-18-44,1,EXTMIC,12,442266.7289,6094776.431,587.9508,610.9748,,SBT-3-18,SBT-3-18-49
199,3,18,50,SBT-03-18-50,SBT-03-18-45,1,EXTMIC,12,442295.6624,6094795.714,587.8738,610.8978,,SBT-3-18,SBT-3-18-50
200,3,32,1,SBT-03-32-01,SBT-03-32-02,0,ARU,12,470606.5991,6095040.374,636.1144,659.5664,,SBT-3-32,SBT-3-32-1
201,3,32,2,SBT-03-32-02,SBT-03-32-01,1,EXTMIC,12,470643.7299,6095036.957,647.5369,670.9889,,SBT-3-32,SBT-3-32-2
202,3,32,3,SBT-03-32-03,SBT-03-32-04,0,ARU,12,470674.218,6095038.757,648.4232,671.8752,,SBT-3-32,SBT-3-32-3
203,3,32,4,SBT-03-32-04,SBT-03-32-03,1,EXTMIC,12,470714.6871,6095037.422,643.4977,666.9497,,SBT-3-32,SBT-3-32-4
204,3,32,5,SBT-03-32-05,SBT-03-32-26,0,ARU,12,470748.5255,6095043.339,641.8132,665.2652,,SBT-3-32,SBT-3-32-5
205,3,32,6,SBT-03-32-06,SBT-03-32-07,0,ARU,12,470617.08,6095004.156,643.1117,666.5637,,SBT-3-32,SBT-3-32-6
206,3,32,7,SBT-03-32-07,SBT-03-32-06,1,EXTMIC,12,470648.0575,6095005.141,652.2864,675.7384,,SBT-3-32,SBT-3-32-7
207,3,32,8,SBT-03-32-08,SBT-03-32-09,0,ARU,12,470678.5722,6095006.746,646.4968,669.9488,,SBT-3-32,SBT-3-32-8
208,3,32,9,SBT-03-32-09,SBT-03-32-08,1,EXTMIC,12,470711.154,6095005.855,652.3175,675.7695,,SBT-3-32,SBT-3-32-9
209,3,32,10,SBT-03-32-10,SBT-03-32-31,0,ARU,12,470746.4543,6095007.118,640.2659,663.7179,,SBT-3-32,SBT-3-32-10
210,3,32,11,SBT-03-32-11,SBT-03-32-12,0,ARU,12,470611.6073,6094968.893,653.0489,676.5009,,SBT-3-32,SBT-3-32-11
211,3,32,12,SBT-03-32-12,SBT-03-32-11,1,EXTMIC,12,470647.0954,6094966.113,653.5991,677.0511,,SBT-3-32,SBT-3-32-12
212,3,32,13,SBT-03-32-13,SBT-03-32-14,0,ARU,12,470677.0054,6094971.008,653.8708,677.3228,,SBT-3-32,SBT-3-32-13
213,3,32,14,SBT-03-32-14,SBT-03-32-13,1,EXTMIC,12,470713.506,6094967.677,651.8397,675.2917,,SBT-3-32,SBT-3-32-14
214,3,32,15,SBT-03-32-15,SBT-03-32-36,0,ARU,12,470743.7451,6094971.033,642.8178,666.2698,,SBT-3-32,SBT-3-32-15
215,3,32,16,SBT-03-32-16,SBT-03-32-17,0,ARU,12,470614.857,6094934.557,652.5217,675.9737,,SBT-3-32,SBT-3-32-16
216,3,32,17,SBT-03-32-17,SBT-03-32-16,1,EXTMIC,12,470644.0068,6094933.246,657.1189,680.5709,,SBT-3-32,SBT-3-32-17
217,3,32,18,SBT-03-32-18,SBT-03-32-19,0,ARU,12,470677.8612,6094927.627,655.133,678.585,,SBT-3-32,SBT-3-32-18
218,3,32,19,SBT-03-32-19,SBT-03-32-18,1,EXTMIC,12,470709.6581,6094933.042,656.4431,679.8951,,SBT-3-32,SBT-3-32-19
219,3,32,20,SBT-03-32-20,SBT-03-32-41,0,ARU,12,470749.8455,6094934.299,648.2881,671.7401,,SBT-3-32,SBT-3-32-20
220,3,32,21,SBT-03-32-21,SBT-03-32-22,0,ARU,12,470608.2855,6094900.694,658.8033,682.2553,,SBT-3-32,SBT-3-32-21
221,3,32,22,SBT-03-32-22,SBT-03-32-21,1,EXTMIC,12,470639.6588,6094897.986,662.0847,685.5367,,SBT-3-32,SBT-3-32-22
222,3,32,23,SBT-03-32-23,SBT-03-32-24,0,ARU,12,470672.5626,6094901.443,665.9964,689.4484,,SBT-3-32,SBT-3-32-23
223,3,32,24,SBT-03-32-24,SBT-03-32-23,1,EXTMIC,12,470713.3593,6094900.33,653.6972,677.1492,,SBT-3-32,SBT-3-32-24
224,3,32,25,SBT-03-32-25,SBT-03-32-46,0,ARU,12,470746.2154,6094902.46,660.8992,684.3512,,SBT-3-32,SBT-3-32-25
225,3,32,26,SBT-03-32-26,SBT-03-32-05,1,EXTMIC,12,470781.6788,6095033.74,641.2506,664.7026,,SBT-3-32,SBT-3-32-26
226,3,32,27,SBT-03-32-27,SBT-03-32-28,0,ARU,12,470815.062,6095041.0,632.9906,656.4426,,SBT-3-32,SBT-3-32-27
227,3,32,28,SBT-03-32-28,SBT-03-32-27,1,EXTMIC,12,470852.3181,6095039.042,632.5576,656.0096,,SBT-3-32,SBT-3-32-28
228,3,32,29,SBT-03-32-29,SBT-03-32-30,0,ARU,12,470886.2983,6095037.76,637.2721,660.7241,,SBT-3-32,SBT-3-32-29
229,3,32,30,SBT-03-32-30,SBT-03-32-29,1,EXTMIC,12,470923.8985,6095035.863,639.4807,662.9327,,SBT-3-32,SBT-3-32-30
230,3,32,31,SBT-03-32-31,SBT-03-32-10,1,EXTMIC,12,470780.3757,6095003.0,642.731,666.183,,SBT-3-32,SBT-3-32-31
231,3,32,32,SBT-03-32-32,SBT-03-32-33,0,ARU,12,470816.5348,6095005.778,639.287,662.739,,SBT-3-32,SBT-3-32-32
232,3,32,33,SBT-03-32-33,SBT-03-32-32,1,EXTMIC,12,470853.6651,6094998.449,641.0605,664.5125,,SBT-3-32,SBT-3-32-33
233,3,32,34,SBT-03-32-34,SBT-03-32-35,0,ARU,12,470885.2211,6095009.567,635.2438,658.6958,,SBT-3-32,SBT-3-32-34
234,3,32,35,SBT-03-32-35,SBT-03-32-34,1,EXTMIC,12,470923.8226,6095004.013,640.0615,663.5135,"Adjusted coordinates (1.76336,_2.42705)",SBT-3-32,SBT-3-32-35
235,3,32,36,SBT-03-32-36,SBT-03-32-15,1,EXTMIC,12,470780.964,6094973.137,647.1471,670.5991,,SBT-3-32,SBT-3-32-36
236,3,32,37,SBT-03-32-37,SBT-03-32-38,0,ARU,12,470817.8509,6094968.067,640.6554,664.1074,,SBT-3-32,SBT-3-32-37
237,3,32,38,SBT-03-32-38,SBT-03-32-37,1,EXTMIC,12,470854.8624,6094970.696,638.4453,661.8973,,SBT-3-32,SBT-3-32-38
238,3,32,39,SBT-03-32-39,SBT-03-32-40,0,ARU,12,470890.4563,6094969.188,641.3234,664.7754,,SBT-3-32,SBT-3-32-39
239,3,32,40,SBT-03-32-40,SBT-03-32-39,1,EXTMIC,12,470921.7347,6094968.893,638.6373,662.0893,,SBT-3-32,SBT-3-32-40
240,3,32,41,SBT-03-32-41,SBT-03-32-20,1,EXTMIC,12,470785.5354,6094931.972,644.9199,668.3719,,SBT-3-32,SBT-3-32-41
241,3,32,42,SBT-03-32-42,SBT-03-32-43,0,ARU,12,470812.9466,6094930.869,647.7238,671.1758,,SBT-3-32,SBT-3-32-42
242,3,32,43,SBT-03-32-43,SBT-03-32-42,1,EXTMIC,12,470851.6734,6094933.754,649.2777,672.7297,,SBT-3-32,SBT-3-32-43
243,3,32,44,SBT-03-32-44,SBT-03-32-45,0,ARU,12,470886.5738,6094936.342,643.8523,667.3043,,SBT-3-32,SBT-3-32-44
244,3,32,45,SBT-03-32-45,SBT-03-32-44,1,EXTMIC,12,470923.8995,6094930.664,636.7813,660.2333,,SBT-3-32,SBT-3-32-45
245,3,32,46,SBT-03-32-46,SBT-03-32-25,1,EXTMIC,12,470782.4288,6094895.676,652.6239,676.0759,,SBT-3-32,SBT-3-32-46
246,3,32,47,SBT-03-32-47,SBT-03-32-48,0,ARU,12,470820.9403,6094901.644,649.8459,673.2979,,SBT-3-32,SBT-3-32-47
247,3,32,48,SBT-03-32-48,SBT-03-32-47,1,EXTMIC,12,470855.3209,6094901.497,648.0452,671.4972,,SBT-3-32,SBT-3-32-48
248,3,32,49,SBT-03-32-49,SBT-03-32-50,0,ARU,12,470887.0862,6094898.767,646.2001,669.6521,,SBT-3-32,SBT-3-32-49
249,3,32,50,SBT-03-32-50,SBT-03-32-49,1,EXTMIC,12,470928.2312,6094901.897,641.5103,664.9623,,SBT-3-32,SBT-3-32-50
250,3,33,1,SBT-03-33-01,SBT-03-33-30,0,ARU,12,470378.8804,6096404.926,628.8336,652.2936,,SBT-3-33,SBT-3-33-1
251,3,33,2,SBT-03-33-02,SBT-03-33-03,1,EXTMIC,12,470404.7199,6096430.828,615.9344,639.3944,,SBT-3-33,SBT-3-33-2
252,3,33,3,SBT-03-33-03,SBT-03-33-02,0,ARU,12,470435.4934,6096447.907,617.0249,640.4849,,SBT-3-33,SBT-3-33-3
253,3,33,4,SBT-03-33-04,SBT-03-33-09,0,ARU,12,470461.2818,6096477.609,618.8407,642.3007,,SBT-3-33,SBT-3-33-4
254,3,33,5,SBT-03-33-05,SBT-03-33-10,0,ARU,12,470481.8703,6096491.352,623.7501,647.2101,,SBT-3-33,SBT-3-33-5
255,3,33,6,SBT-03-33-06,SBT-03-33-35,0,ARU,12,470402.2181,6096375.458,626.1944,649.6544,,SBT-3-33,SBT-3-33-6
256,3,33,7,SBT-03-33-07,SBT-03-33-08,1,EXTMIC,12,470426.2938,6096394.782,622.6956,646.1556,,SBT-3-33,SBT-3-33-7
257,3,33,8,SBT-03-33-08,SBT-03-33-07,0,ARU,12,470453.2734,6096423.023,619.8166,643.2766,,SBT-3-33,SBT-3-33-8
258,3,33,9,SBT-03-33-09,SBT-03-33-04,1,EXTMIC,12,470478.1818,6096444.91,619.4028,642.8628,,SBT-3-33,SBT-3-33-9
259,3,33,10,SBT-03-33-10,SBT-03-33-05,1,EXTMIC,12,470506.1025,6096462.236,618.6098,642.0698,,SBT-3-33,SBT-3-33-10
260,3,33,11,SBT-03-33-11,SBT-03-33-40,0,ARU,12,470422.5674,6096346.414,624.278,647.738,,SBT-3-33,SBT-3-33-11
261,3,33,12,SBT-03-33-12,SBT-03-33-13,1,EXTMIC,12,470443.9269,6096373.026,621.1631,644.6231,,SBT-3-33,SBT-3-33-12
262,3,33,13,SBT-03-33-13,SBT-03-33-12,0,ARU,12,470475.6417,6096391.611,615.9548,639.4148,,SBT-3-33,SBT-3-33-13
263,3,33,14,SBT-03-33-14,SBT-03-33-15,1,EXTMIC,12,470507.6548,6096412.129,615.8262,639.2862,,SBT-3-33,SBT-3-33-14
264,3,33,15,SBT-03-33-15,SBT-03-33-14,0,ARU,12,470528.334,6096434.192,618.3671,641.8271,,SBT-3-33,SBT-3-33-15
265,3,33,16,SBT-03-33-16,SBT-03-33-45,0,ARU,12,470441.7123,6096328.51,621.2672,644.7272,,SBT-3-33,SBT-3-33-16
266,3,33,17,SBT-03-33-17,SBT-03-33-18,1,EXTMIC,12,470472.1043,6096336.464,623.1087,646.5687,,SBT-3-33,SBT-3-33-17
267,3,33,18,SBT-03-33-18,SBT-03-33-17,0,ARU,12,470494.4735,6096362.798,615.6229,639.0829,,SBT-3-33,SBT-3-33-18
268,3,33,19,SBT-03-33-19,SBT-03-33-20,1,EXTMIC,12,470524.1731,6096389.976,608.7002,632.1602,,SBT-3-33,SBT-3-33-19
269,3,33,20,SBT-03-33-20,SBT-03-33-19,0,ARU,12,470550.9207,6096408.946,620.4751,643.9351,,SBT-3-33,SBT-3-33-20
270,3,33,21,SBT-03-33-21,SBT-03-33-50,0,ARU,12,470458.6848,6096294.037,619.7039,643.1639,,SBT-3-33,SBT-3-33-21
271,3,33,22,SBT-03-33-22,SBT-03-33-23,1,EXTMIC,12,470487.627,6096312.241,620.0678,643.5278,,SBT-3-33,SBT-3-33-22
272,3,33,23,SBT-03-33-23,SBT-03-33-22,0,ARU,12,470513.9734,6096336.295,610.8565,634.3165,,SBT-3-33,SBT-3-33-23
273,3,33,24,SBT-03-33-24,SBT-03-33-25,1,EXTMIC,12,470545.7061,6096358.047,612.6911,636.1511,,SBT-3-33,SBT-3-33-24
274,3,33,25,SBT-03-33-25,SBT-03-33-24,0,ARU,12,470575.3668,6096386.033,615.7046,639.1646,,SBT-3-33,SBT-3-33-25
275,3,33,26,SBT-03-33-26,SBT-03-33-27,1,EXTMIC,12,470242.6589,6096287.078,606.1196,629.5796,,SBT-3-33,SBT-3-33-26
276,3,33,27,SBT-03-33-27,SBT-03-33-26,0,ARU,12,470275.4359,6096307.096,613.2923,636.7523,,SBT-3-33,SBT-3-33-27
277,3,33,28,SBT-03-33-28,SBT-03-33-29,1,EXTMIC,12,470300.4707,6096327.17,618.0975,641.5575,,SBT-3-33,SBT-3-33-28
278,3,33,29,SBT-03-33-29,SBT-03-33-28,0,ARU,12,470330.5429,6096350.177,619.5513,643.0113,,SBT-3-33,SBT-3-33-29
279,3,33,30,SBT-03-33-30,SBT-03-33-01,1,EXTMIC,12,470354.9428,6096382.948,623.338,646.798,,SBT-3-33,SBT-3-33-30
280,3,33,31,SBT-03-33-31,SBT-03-33-32,1,EXTMIC,12,470273.9493,6096262.638,608.3435,631.8035,"Adjusted coordinates (_1.87939,_0.68404)",SBT-3-33,SBT-3-33-31
281,3,33,32,SBT-03-33-32,SBT-03-33-31,0,ARU,12,470293.3984,6096284.864,617.8637,641.3237,,SBT-3-33,SBT-3-33-32
282,3,33,33,SBT-03-33-33,SBT-03-33-34,1,EXTMIC,12,470328.8768,6096303.48,609.7506,633.2106,,SBT-3-33,SBT-3-33-33
283,3,33,34,SBT-03-33-34,SBT-03-33-33,0,ARU,12,470347.9559,6096330.564,610.6688,634.1288,,SBT-3-33,SBT-3-33-34
284,3,33,35,SBT-03-33-35,SBT-03-33-06,1,EXTMIC,12,470380.2726,6096354.708,624.5646,648.0246,,SBT-3-33,SBT-3-33-35
285,3,33,36,SBT-03-33-36,SBT-03-33-37,1,EXTMIC,12,470291.9738,6096238.373,611.338,634.798,,SBT-3-33,SBT-3-33-36
286,3,33,37,SBT-03-33-37,SBT-03-33-36,0,ARU,12,470314.0949,6096255.719,613.3132,636.7732,,SBT-3-33,SBT-3-33-37
287,3,33,38,SBT-03-33-38,SBT-03-33-39,1,EXTMIC,12,470338.5617,6096278.367,616.0606,639.5206,,SBT-3-33,SBT-3-33-38
288,3,33,39,SBT-03-33-39,SBT-03-33-38,0,ARU,12,470374.0608,6096299.037,626.5436,650.0036,,SBT-3-33,SBT-3-33-39
289,3,33,40,SBT-03-33-40,SBT-03-33-11,1,EXTMIC,12,470399.6947,6096321.443,627.7399,651.1999,,SBT-3-33,SBT-3-33-40
290,3,33,41,SBT-03-33-41,SBT-03-33-42,1,EXTMIC,12,470321.2548,6096204.693,609.2639,632.7239,,SBT-3-33,SBT-3-33-41
291,3,33,42,SBT-03-33-42,SBT-03-33-41,0,ARU,12,470343.5243,6096222.986,615.2614,638.7214,,SBT-3-33,SBT-3-33-42
292,3,33,43,SBT-03-33-43,SBT-03-33-44,1,EXTMIC,12,470362.9293,6096250.391,617.6611,641.1211,,SBT-3-33,SBT-3-33-43
293,3,33,44,SBT-03-33-44,SBT-03-33-43,0,ARU,12,470392.8387,6096273.146,618.0017,641.4617,,SBT-3-33,SBT-3-33-44
294,3,33,45,SBT-03-33-45,SBT-03-33-16,1,EXTMIC,12,470422.1448,6096300.361,622.1503,645.6103,,SBT-3-33,SBT-3-33-45
295,3,33,46,SBT-03-33-46,SBT-03-33-47,1,EXTMIC,12,470340.6107,6096182.357,606.9969,630.4569,,SBT-3-33,SBT-3-33-46
296,3,33,47,SBT-03-33-47,SBT-03-33-46,0,ARU,12,470360.7887,6096201.648,610.7411,634.2011,,SBT-3-33,SBT-3-33-47
297,3,33,48,SBT-03-33-48,SBT-03-33-49,1,EXTMIC,12,470391.3663,6096224.158,617.1589,640.6189,,SBT-3-33,SBT-3-33-48
298,3,33,49,SBT-03-33-49,SBT-03-33-48,0,ARU,12,470415.9811,6096237.757,620.6667,644.1267,,SBT-3-33,SBT-3-33-49
299,3,33,50,SBT-03-33-50,SBT-03-33-21,1,EXTMIC,12,470443.9871,6096273.705,621.4191,644.8791,,SBT-3-33,SBT-3-33-50
300,3,38,1,SBT-03-38-01,UNPAIRED,0,ARU,12,456829.67,6075516.51,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-1
301,3,38,2,SBT-03-38-02,UNPAIRED,0,ARU,12,456863.23,6075542.51,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-2
302,3,38,3,SBT-03-38-03,UNPAIRED,0,ARU,12,456888.64,6075560.54,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-3
303,3,38,4,SBT-03-38-04,UNPAIRED,0,ARU,12,456918.29,6075582.76,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-4
304,3,38,5,SBT-03-38-05,UNPAIRED,0,ARU,12,456941.72,6075596.84,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-5
305,3,38,6,SBT-03-38-06,UNPAIRED,0,ARU,12,456852.46,6075494.44,,658.2666,Obtained from ARU GPS,SBT-3-38,SBT-3-38-6
306,3,38,7,SBT-03-38-07,UNPAIRED,0,ARU,12,456884.62,6075518.14,,660.4497,Obtained from ARU GPS,SBT-3-38,SBT-3-38-7
307,3,38,8,SBT-03-38-08,UNPAIRED,0,ARU,12,456915.07,6075535.56,,663.495,Obtained from ARU GPS,SBT-3-38,SBT-3-38-8
308,3,38,9,SBT-03-38-09,UNPAIRED,0,ARU,12,456941.85,6075549.82,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-9
309,3,38,10,SBT-03-38-10,UNPAIRED,0,ARU,12,456964.64,6075574.71,,667.4351,Obtained from ARU GPS,SBT-3-38,SBT-3-38-10
310,3,38,11,SBT-03-38-11,UNPAIRED,0,ARU,12,456877.0,6075471.51,,659.4185,Obtained from ARU GPS,SBT-3-38,SBT-3-38-11
311,3,38,12,SBT-03-38-12,UNPAIRED,0,ARU,12,456904.66,6075477.05,,661.3703,Obtained from ARU GPS,SBT-3-38,SBT-3-38-12
312,3,38,13,SBT-03-38-13,UNPAIRED,0,ARU,12,456931.28,6075506.35,,663.4985,Obtained from ARU GPS,SBT-3-38,SBT-3-38-13
313,3,38,14,SBT-03-38-14,UNPAIRED,0,ARU,12,456958.46,6075520.54,,665.105,Obtained from ARU GPS,SBT-3-38,SBT-3-38-14
314,3,38,15,SBT-03-38-15,UNPAIRED,0,ARU,12,456986.99,6075543.07,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-15
315,3,38,16,SBT-03-38-16,UNPAIRED,0,ARU,12,456896.25,6075434.76,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-16
316,3,38,17,SBT-03-38-17,UNPAIRED,0,ARU,12,456931.44,6075455.5,,639.3388,Obtained from ARU GPS,SBT-3-38,SBT-3-38-17
317,3,38,18,SBT-03-38-18,UNPAIRED,0,ARU,12,456953.93,6075476.65,,640.6682,Obtained from ARU GPS,SBT-3-38,SBT-3-38-18
318,3,38,19,SBT-03-38-19,UNPAIRED,0,ARU,12,456975.5,6075486.75,,641.9992,Obtained from ARU GPS,SBT-3-38,SBT-3-38-19
319,3,38,20,SBT-03-38-20,UNPAIRED,0,ARU,12,457005.95,6075520.41,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-20
320,3,38,21,SBT-03-38-21,UNPAIRED,0,ARU,12,456917.58,6075404.12,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-21
321,3,38,22,SBT-03-38-22,UNPAIRED,0,ARU,12,456943.36,6075429.54,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-22
322,3,38,23,SBT-03-38-23,UNPAIRED,0,ARU,12,456971.06,6075448.3,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-23
323,3,38,24,SBT-03-38-24,UNPAIRED,0,ARU,12,456993.77,6075471.65,,,Obtained from ARU GPS,SBT-3-38,SBT-3-38-24
324,3,38,25,SBT-03-38-25,UNPAIRED,0,ARU,12,457032.2,6075492.7,,647.2448,Obtained from ARU GPS,SBT-3-38,SBT-3-38-25
325,3,39,1,SBT-03-39-01,SBT-03-39-02,0,ARU,12,439313.3433,6108579.051,632.2923,655.1993,,SBT-3-39,SBT-3-39-1
326,3,39,2,SBT-03-39-02,SBT-03-39-01,1,EXTMIC,12,439343.2469,6108580.867,628.6245,651.5315,,SBT-3-39,SBT-3-39-2
327,3,39,3,SBT-03-39-03,SBT-03-39-04,0,ARU,12,439380.1754,6108577.549,630.9354,653.8424,,SBT-3-39,SBT-3-39-3
328,3,39,4,SBT-03-39-04,SBT-03-39-03,1,EXTMIC,12,439414.3717,6108584.643,631.5593,654.4663,,SBT-3-39,SBT-3-39-4
329,3,39,5,SBT-03-39-05,SBT-03-39-10,0,ARU,12,439449.6378,6108583.964,628.9359,651.8429,,SBT-3-39,SBT-3-39-5
330,3,39,6,SBT-03-39-06,SBT-03-39-07,0,ARU,12,439308.9685,6108548.273,637.4689,660.3759,,SBT-3-39,SBT-3-39-6
331,3,39,7,SBT-03-39-07,SBT-03-39-06,1,EXTMIC,12,439342.2382,6108544.012,637.3681,660.2751,,SBT-3-39,SBT-3-39-7
332,3,39,8,SBT-03-39-08,SBT-03-39-09,0,ARU,12,439384.0453,6108549.33,636.5207,659.4277,,SBT-3-39,SBT-3-39-8
333,3,39,9,SBT-03-39-09,SBT-03-39-08,1,EXTMIC,12,439414.1152,6108546.869,634.0257,656.9327,,SBT-3-39,SBT-3-39-9
334,3,39,10,SBT-03-39-10,SBT-03-39-05,1,EXTMIC,12,439446.4948,6108551.136,628.1799,651.0869,,SBT-3-39,SBT-3-39-10
335,3,39,11,SBT-03-39-11,SBT-03-39-12,0,ARU,12,439313.106,6108509.344,632.9235,655.8305,,SBT-3-39,SBT-3-39-11
336,3,39,12,SBT-03-39-12,SBT-03-39-11,1,EXTMIC,12,439344.3416,6108504.246,633.1194,656.0264,,SBT-3-39,SBT-3-39-12
337,3,39,13,SBT-03-39-13,SBT-03-39-14,0,ARU,12,439375.5919,6108514.948,633.8672,656.7742,,SBT-3-39,SBT-3-39-13
338,3,39,14,SBT-03-39-14,SBT-03-39-13,1,EXTMIC,12,439412.1372,6108508.349,631.8827,654.7897,,SBT-3-39,SBT-3-39-14
339,3,39,15,SBT-03-39-15,SBT-03-39-20,0,ARU,12,439448.8461,6108509.692,626.2709,649.1779,,SBT-3-39,SBT-3-39-15
340,3,39,16,SBT-03-39-16,SBT-03-39-17,0,ARU,12,439305.5675,6108470.909,630.3476,653.2546,,SBT-3-39,SBT-3-39-16
341,3,39,17,SBT-03-39-17,SBT-03-39-16,1,EXTMIC,12,439345.726,6108472.48,632.0082,654.9152,,SBT-3-39,SBT-3-39-17
342,3,39,18,SBT-03-39-18,SBT-03-39-19,0,ARU,12,439384.1026,6108473.477,632.0353,654.9423,,SBT-3-39,SBT-3-39-18
343,3,39,19,SBT-03-39-19,SBT-03-39-18,1,EXTMIC,12,439413.8713,6108474.784,631.5679,654.4749,,SBT-3-39,SBT-3-39-19
344,3,39,20,SBT-03-39-20,SBT-03-39-15,1,EXTMIC,12,439456.2192,6108476.537,623.6484,646.5554,,SBT-3-39,SBT-3-39-20
